observation_city;observation_station;observation_time;observation_temperature;observation_wind_speed;obeservation_rain;observation_sky
DEBRECEN;3;2017-04-29 23:17:00;13.5;0.08;0.1;HEAVY_CLOUDS
BUDAPEST;1;2017-04-29 23:19:00;10.4;0.505;2.2;FOG
BUDAPEST;2;2017-04-29 23:21:00;17;22.195;5.9;FOG
BUDAPEST;3;2017-04-29 23:23:00;19;38.97;10.8;CLEAR
SZEGED;1;2017-04-29 23:25:00;21.2;33.89;8.3;HEAVY_CLOUDS
SZEGED;2;2017-04-29 23:27:00;23.5;10.93;5.5;CLEAR
SOPRON;1;2017-04-29 23:29:00;22.4;0.945;0.4;CLOUDY
SOPRON;2;2017-04-29 23:31:00;21.5;2.91;1.5;CLEAR
DEBRECEN;1;2017-04-29 23:33:00;23.1;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-04-29 23:35:00;23.8;9.49;3.5;CLEAR
DEBRECEN;3;2017-04-29 23:37:00;19.2;1.25;0.4;CLOUDY
BUDAPEST;1;2017-04-29 23:39:00;18.8;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-04-29 23:41:00;22.5;28.425;9.5;CLOUDY
BUDAPEST;3;2017-04-29 23:43:00;23.6;4.025;6;PARTLY_CLOUDY
SZEGED;1;2017-04-29 23:45:00;19.2;25.345;6.1;CLEAR
SZEGED;2;2017-04-29 23:47:00;16.2;84.75;18.1;PARTLY_CLOUDY
SOPRON;1;2017-04-29 23:49:00;11.8;0.225;0.1;CLOUDY
SOPRON;2;2017-04-29 23:51:00;11;7.39;5.4;PARTLY_CLOUDY
DEBRECEN;1;2017-04-29 23:53:00;11.1;2.295;2.3;FOG
DEBRECEN;2;2017-04-29 23:55:00;14.9;2.205;2.5;CLEAR
DEBRECEN;3;2017-04-29 23:57:00;15.8;0;0;CLOUDY
BUDAPEST;1;2017-04-29 23:59:00;17.4;0.35;0.7;CLEAR
BUDAPEST;2;2017-04-30 0:01:00;14.8;7.33;2.4;CLEAR
BUDAPEST;3;2017-04-30 0:03:00;16;0.315;0.2;CLEAR
SZEGED;1;2017-04-30 0:05:00;21.8;0;0;CLEAR
SZEGED;2;2017-04-30 0:07:00;19.1;0.24;0.1;PARTLY_CLOUDY
SOPRON;1;2017-04-30 0:09:00;20.5;0;0;PARTLY_CLOUDY
SOPRON;2;2017-04-30 0:11:00;23.5;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-04-30 0:13:00;22.6;3.32;1.6;FOG
DEBRECEN;2;2017-04-30 0:15:00;20.4;6.995;7.4;CLOUDY
DEBRECEN;3;2017-04-30 0:17:00;16.3;5.265;10.8;CLEAR
BUDAPEST;1;2017-04-30 0:19:00;16.7;0.02;0.1;HEAVY_CLOUDS
BUDAPEST;2;2017-04-30 0:21:00;20.4;0.01;0.1;CLOUDY
BUDAPEST;3;2017-04-30 0:23:00;23.2;0;0;PARTLY_CLOUDY
SZEGED;1;2017-04-30 0:25:00;22.3;0.25;0.1;FOG
SZEGED;2;2017-04-30 0:27:00;20.1;0;0;FOG
SOPRON;1;2017-04-30 0:29:00;22.3;0;0;PARTLY_CLOUDY
SOPRON;2;2017-04-30 0:31:00;25.7;0;0;FOG
DEBRECEN;1;2017-04-30 0:33:00;16.5;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-04-30 0:35:00;13.8;2.69;1.3;CLEAR
DEBRECEN;3;2017-04-30 0:37:00;15.2;0;0;CLOUDY
BUDAPEST;1;2017-04-30 0:39:00;17.8;4.12;1.8;CLEAR
BUDAPEST;2;2017-04-30 0:41:00;19.6;6.235;3.6;FOG
BUDAPEST;3;2017-04-30 0:43:00;20.3;0;0;PARTLY_CLOUDY
SZEGED;1;2017-04-30 0:45:00;19.5;0;0;CLEAR
SZEGED;2;2017-04-30 0:47:00;20.6;0;0;FOG
SOPRON;1;2017-04-30 0:49:00;20.1;0;0;PARTLY_CLOUDY
SOPRON;2;2017-04-30 0:51:00;21.4;0.355;0.3;FOG
DEBRECEN;1;2017-04-30 0:53:00;23.9;0.835;0.5;CLEAR
DEBRECEN;2;2017-04-30 0:55:00;4.7;0;0;FOG
DEBRECEN;3;2017-04-30 0:57:00;5.1;0;0;CLEAR
BUDAPEST;1;2017-04-30 0:59:00;6.9;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-04-30 1:01:00;6.9;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-04-30 1:03:00;8.1;1.625;0.5;PARTLY_CLOUDY
SZEGED;1;2017-04-30 1:05:00;8.8;3.9;1;CLEAR
SZEGED;2;2017-04-30 1:07:00;6.4;0;0;FOG
SOPRON;1;2017-04-30 1:09:00;5.9;0;0;PARTLY_CLOUDY
SOPRON;2;2017-04-30 1:11:00;6.6;0;0;CLOUDY
DEBRECEN;1;2017-04-30 1:13:00;5.6;0.45;0.1;HEAVY_CLOUDS
DEBRECEN;2;2017-04-30 1:15:00;4.8;10.865;2.5;CLOUDY
DEBRECEN;3;2017-04-30 1:17:00;5.1;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 1:19:00;5.3;3.66;1.3;PARTLY_CLOUDY
BUDAPEST;2;2017-04-30 1:21:00;5.4;3.15;7.9;FOG
BUDAPEST;3;2017-04-30 1:23:00;5.5;0.22;0.2;HEAVY_CLOUDS
SZEGED;1;2017-04-30 1:25:00;7.5;2.54;3.2;HEAVY_CLOUDS
SZEGED;2;2017-04-30 1:27:00;6.7;0;0;FOG
SOPRON;1;2017-04-30 1:29:00;4.5;0;0;HEAVY_CLOUDS
SOPRON;2;2017-04-30 1:31:00;3.5;0;0;CLEAR
DEBRECEN;1;2017-04-30 1:33:00;3;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-04-30 1:35:00;4.2;0;0;CLOUDY
DEBRECEN;3;2017-04-30 1:37:00;5;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 1:39:00;8.3;0;0;HEAVY_CLOUDS
BUDAPEST;2;2017-04-30 1:41:00;5.3;0;0;FOG
BUDAPEST;3;2017-04-30 1:43:00;1.7;0;0;CLOUDY
SZEGED;1;2017-04-30 1:45:00;4;0;0;CLOUDY
SZEGED;2;2017-04-30 1:47:00;7.5;0;0;CLEAR
SOPRON;1;2017-04-30 1:49:00;12.4;9.085;2;FOG
SOPRON;2;2017-04-30 1:51:00;11.1;5.43;1.6;CLOUDY
DEBRECEN;1;2017-04-30 1:53:00;10.1;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-04-30 1:55:00;11.9;0;0;FOG
DEBRECEN;3;2017-04-30 1:57:00;13.5;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 1:59:00;14.4;2.215;2.4;FOG
BUDAPEST;2;2017-04-30 2:01:00;14.9;0.93;2.8;CLOUDY
BUDAPEST;3;2017-04-30 2:03:00;16.5;0;0;PARTLY_CLOUDY
SZEGED;1;2017-04-30 2:05:00;18.2;0;0;FOG
SZEGED;2;2017-04-30 2:07:00;18;21.58;13.1;CLEAR
SOPRON;1;2017-04-30 2:09:00;17.7;6.165;1.3;PARTLY_CLOUDY
SOPRON;2;2017-04-30 2:11:00;17.8;0;0;CLOUDY
DEBRECEN;1;2017-04-30 2:13:00;17.8;0;0;FOG
DEBRECEN;2;2017-04-30 2:15:00;18.4;2.05;0.6;PARTLY_CLOUDY
DEBRECEN;3;2017-04-30 2:17:00;18.6;49.15;11.7;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 2:19:00;17.6;0.2;0.4;HEAVY_CLOUDS
BUDAPEST;2;2017-04-30 2:21:00;16.4;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-04-30 2:23:00;14.7;0;0;HEAVY_CLOUDS
SZEGED;1;2017-04-30 2:25:00;16.7;15.935;6.6;CLEAR
SZEGED;2;2017-04-30 2:27:00;17.1;0;0;HEAVY_CLOUDS
SOPRON;1;2017-04-30 2:29:00;14.9;0;0;CLEAR
SOPRON;2;2017-04-30 2:31:00;14.4;11.36;2.6;CLEAR
DEBRECEN;1;2017-04-30 2:33:00;16.7;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-04-30 2:35:00;18.3;1.3;4.5;HEAVY_CLOUDS
DEBRECEN;3;2017-04-30 2:37:00;17.5;6.34;2.1;CLOUDY
BUDAPEST;1;2017-04-30 2:39:00;16.5;2.085;1.7;CLEAR
BUDAPEST;2;2017-04-30 2:41:00;13.1;0.345;0.1;CLOUDY
BUDAPEST;3;2017-04-30 2:43:00;15.7;0;0;PARTLY_CLOUDY
SZEGED;1;2017-04-30 2:45:00;15.3;0.445;0.6;CLOUDY
SZEGED;2;2017-04-30 2:47:00;14;12.335;3.5;CLEAR
SOPRON;1;2017-04-30 2:49:00;15.4;7.125;1.7;CLEAR
SOPRON;2;2017-04-30 2:51:00;16.7;1.13;0.3;CLEAR
DEBRECEN;1;2017-04-30 2:53:00;17.3;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-04-30 2:55:00;18.3;0;0;CLEAR
DEBRECEN;3;2017-04-30 2:57:00;19.4;0;0;PARTLY_CLOUDY
BUDAPEST;1;2017-04-30 2:59:00;13.5;0;0;HEAVY_CLOUDS
BUDAPEST;2;2017-04-30 3:01:00;17.3;0.05;0.1;FOG
BUDAPEST;3;2017-04-30 3:03:00;16.1;4.335;1.5;CLEAR
SZEGED;1;2017-04-30 3:05:00;13.4;0;0;CLOUDY
SZEGED;2;2017-04-30 3:07:00;13.2;0;0;CLEAR
SOPRON;1;2017-04-30 3:09:00;15.5;0;0;CLEAR
SOPRON;2;2017-04-30 3:11:00;18.7;0;0;FOG
DEBRECEN;1;2017-04-30 3:13:00;19.9;0.185;0.2;CLOUDY
DEBRECEN;2;2017-04-30 3:15:00;21.7;0;0;FOG
DEBRECEN;3;2017-04-30 3:17:00;22.5;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 3:19:00;18.7;0;0;CLEAR
BUDAPEST;2;2017-04-30 3:21:00;13.5;0;0;FOG
BUDAPEST;3;2017-04-30 3:23:00;10.4;0;0;CLEAR
SZEGED;1;2017-04-30 3:25:00;17;4.385;1;CLOUDY
SZEGED;2;2017-04-30 3:27:00;19;0;0;CLEAR
SOPRON;1;2017-04-30 3:29:00;21.2;0;0;CLOUDY
SOPRON;2;2017-04-30 3:31:00;23.5;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-04-30 3:33:00;22.4;0;0;CLOUDY
DEBRECEN;2;2017-04-30 3:35:00;21.5;0;0;CLOUDY
DEBRECEN;3;2017-04-30 3:37:00;23.1;0;0;FOG
BUDAPEST;1;2017-04-30 3:39:00;23.8;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-04-30 3:41:00;19.2;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-04-30 3:43:00;18.8;0;0;HEAVY_CLOUDS
SZEGED;1;2017-04-30 3:45:00;22.5;0;0;HEAVY_CLOUDS
SZEGED;2;2017-04-30 3:47:00;23.6;63.63;23.8;HEAVY_CLOUDS
SOPRON;1;2017-04-30 3:49:00;19.2;22.745;6.8;PARTLY_CLOUDY
SOPRON;2;2017-04-30 3:51:00;16.2;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-04-30 3:53:00;11.8;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-04-30 3:55:00;11;4.935;1;PARTLY_CLOUDY
DEBRECEN;3;2017-04-30 3:57:00;11.1;11.025;3.8;CLEAR
BUDAPEST;1;2017-04-30 3:59:00;14.9;0;0;CLOUDY
BUDAPEST;2;2017-04-30 4:01:00;15.8;11.635;3;FOG
BUDAPEST;3;2017-04-30 4:03:00;17.4;1.78;3.3;HEAVY_CLOUDS
SZEGED;1;2017-04-30 4:05:00;14.8;0.065;0.1;PARTLY_CLOUDY
SZEGED;2;2017-04-30 4:07:00;16;0;0;CLOUDY
SOPRON;1;2017-04-30 4:09:00;21.8;6.005;1.8;HEAVY_CLOUDS
SOPRON;2;2017-04-30 4:11:00;19.1;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-04-30 4:13:00;20.5;0;0;CLOUDY
DEBRECEN;2;2017-04-30 4:15:00;23.5;0;0;HEAVY_CLOUDS
DEBRECEN;3;2017-04-30 4:17:00;22.6;0;0;FOG
BUDAPEST;1;2017-04-30 4:19:00;20.4;0;0;CLOUDY
BUDAPEST;2;2017-04-30 4:21:00;16.3;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-04-30 4:23:00;16.7;0;0;CLEAR
SZEGED;1;2017-04-30 4:25:00;20.4;0;0;HEAVY_CLOUDS
SZEGED;2;2017-04-30 4:27:00;23.2;0;0;FOG
SOPRON;1;2017-04-30 4:29:00;22.3;0.72;1.2;CLOUDY
SOPRON;2;2017-04-30 4:31:00;20.1;0.415;0.3;CLEAR
DEBRECEN;1;2017-04-30 4:33:00;22.3;0;0;FOG
DEBRECEN;2;2017-04-30 4:35:00;25.7;0;0;CLEAR
DEBRECEN;3;2017-04-30 4:37:00;16.5;0;0;PARTLY_CLOUDY
BUDAPEST;1;2017-04-30 4:39:00;13.8;0;0;FOG
BUDAPEST;2;2017-04-30 4:41:00;15.2;0.315;0.2;CLEAR
BUDAPEST;3;2017-04-30 4:43:00;17.8;1.075;0.9;CLEAR
SZEGED;1;2017-04-30 4:45:00;19.6;0;0;FOG
SZEGED;2;2017-04-30 4:47:00;20.3;0;0;HEAVY_CLOUDS
SOPRON;1;2017-04-30 4:49:00;19.5;0;0;CLOUDY
SOPRON;2;2017-04-30 4:51:00;20.6;0;0;FOG
DEBRECEN;1;2017-04-30 4:53:00;20.1;0;0;CLOUDY
DEBRECEN;2;2017-04-30 4:55:00;21.4;0;0;FOG
DEBRECEN;3;2017-04-30 4:57:00;23.9;2.38;0.5;CLEAR
BUDAPEST;1;2017-04-30 4:59:00;17.6;0;0;CLEAR
BUDAPEST;2;2017-04-30 5:01:00;16.4;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-04-30 5:03:00;14.7;0.345;0.1;CLEAR
SZEGED;1;2017-04-30 5:05:00;16.7;21.12;4.5;CLEAR
SZEGED;2;2017-04-30 5:07:00;17.1;5.615;3.2;HEAVY_CLOUDS
SOPRON;1;2017-04-30 5:09:00;14.9;0.94;0.2;CLOUDY
SOPRON;2;2017-04-30 5:11:00;14.4;13.81;3.4;PARTLY_CLOUDY
DEBRECEN;1;2017-04-30 5:13:00;16.7;0;0;CLOUDY
DEBRECEN;2;2017-04-30 5:15:00;18.3;0;0;CLEAR
DEBRECEN;3;2017-04-30 5:17:00;17.5;0;0;FOG
BUDAPEST;1;2017-04-30 5:19:00;16.5;0;0;FOG
BUDAPEST;2;2017-04-30 5:21:00;13.1;0;0;CLEAR
BUDAPEST;3;2017-04-30 5:23:00;15.7;0;0;FOG
SZEGED;1;2017-04-30 5:25:00;15.3;9.695;3.2;FOG
SZEGED;2;2017-04-30 5:27:00;14;5.195;1.8;FOG
SOPRON;1;2017-04-30 5:29:00;15.4;0;0;PARTLY_CLOUDY
SOPRON;2;2017-04-30 5:31:00;16.7;0;0;CLOUDY
DEBRECEN;1;2017-04-30 5:33:00;17.3;31.025;10;CLEAR
DEBRECEN;2;2017-04-30 5:35:00;18.3;58.775;23.1;CLEAR
DEBRECEN;3;2017-04-30 5:37:00;19.4;0.36;0.2;CLOUDY
BUDAPEST;1;2017-04-30 5:39:00;13.5;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-04-30 5:41:00;17.3;0;0;CLOUDY
BUDAPEST;3;2017-04-30 5:43:00;16.1;0;0;PARTLY_CLOUDY
SZEGED;1;2017-04-30 5:45:00;13.4;0;0;HEAVY_CLOUDS
SZEGED;2;2017-04-30 5:47:00;13.2;3.185;0.8;PARTLY_CLOUDY
SOPRON;1;2017-04-30 5:49:00;15.5;0;0;CLEAR
SOPRON;2;2017-04-30 5:51:00;18.7;0;0;CLEAR
DEBRECEN;1;2017-04-30 5:53:00;19.9;0;0;CLEAR
DEBRECEN;2;2017-04-30 5:55:00;21.7;0;0;FOG
DEBRECEN;3;2017-04-30 5:57:00;22.5;0;0;CLOUDY
BUDAPEST;1;2017-04-30 5:59:00;18.7;0;0;CLOUDY
BUDAPEST;2;2017-04-30 6:01:00;13.5;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-04-30 6:03:00;10.4;0;0;HEAVY_CLOUDS
SZEGED;1;2017-04-30 6:05:00;17;0;0;HEAVY_CLOUDS
SZEGED;2;2017-04-30 6:07:00;19;0;0;CLEAR
SOPRON;1;2017-04-30 6:09:00;21.2;3.995;1.9;FOG
SOPRON;2;2017-04-30 6:11:00;23.5;1.655;0.9;HEAVY_CLOUDS
DEBRECEN;1;2017-04-30 6:13:00;22.4;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-04-30 6:15:00;21.5;0;0;HEAVY_CLOUDS
DEBRECEN;3;2017-04-30 6:17:00;23.1;0;0;CLEAR
BUDAPEST;1;2017-04-30 6:19:00;23.8;0;0;FOG
BUDAPEST;2;2017-04-30 6:21:00;19.2;1.955;2.6;PARTLY_CLOUDY
BUDAPEST;3;2017-04-30 6:23:00;18.8;0;0;HEAVY_CLOUDS
SZEGED;1;2017-04-30 6:25:00;22.5;0;0;CLOUDY
SZEGED;2;2017-04-30 6:27:00;23.6;2.92;0.6;PARTLY_CLOUDY
SOPRON;1;2017-04-30 6:29:00;19.2;0;0;CLEAR
SOPRON;2;2017-04-30 6:31:00;16.2;0;0;CLEAR
DEBRECEN;1;2017-04-30 6:33:00;11.8;3.635;1.9;CLEAR
DEBRECEN;2;2017-04-30 6:35:00;11;0;0;CLEAR
DEBRECEN;3;2017-04-30 6:37:00;11.1;0;0;CLEAR
BUDAPEST;1;2017-04-30 6:39:00;14.9;0;0;CLEAR
BUDAPEST;2;2017-04-30 6:41:00;15.8;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-04-30 6:43:00;17.4;55.71;16.1;PARTLY_CLOUDY
SZEGED;1;2017-04-30 6:45:00;14.8;0;0;CLOUDY
SZEGED;2;2017-04-30 6:47:00;16;2.32;0.5;CLEAR
SOPRON;1;2017-04-30 6:49:00;21.8;0;0;FOG
SOPRON;2;2017-04-30 6:51:00;19.1;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-04-30 6:53:00;20.5;0;0;CLEAR
DEBRECEN;2;2017-04-30 6:55:00;23.5;0.39;3.5;CLOUDY
DEBRECEN;3;2017-04-30 6:57:00;22.6;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 6:59:00;20.4;0.245;0.1;PARTLY_CLOUDY
BUDAPEST;2;2017-04-30 7:01:00;16.3;0;0;FOG
BUDAPEST;3;2017-04-30 7:03:00;16.7;0;0;PARTLY_CLOUDY
SZEGED;1;2017-04-30 7:05:00;20.4;0;0;CLEAR
SZEGED;2;2017-04-30 7:07:00;23.2;0;0;CLEAR
SOPRON;1;2017-04-30 7:09:00;22.3;0;0;CLOUDY
SOPRON;2;2017-04-30 7:11:00;20.1;0;0;CLOUDY
DEBRECEN;1;2017-04-30 7:13:00;22.3;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-04-30 7:15:00;25.7;0;0;FOG
DEBRECEN;3;2017-04-30 7:17:00;16.5;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 7:19:00;13.8;0;0;CLOUDY
BUDAPEST;2;2017-04-30 7:21:00;15.2;0;0;PARTLY_CLOUDY
BUDAPEST;3;2017-04-30 7:23:00;17.8;0;0;FOG
SZEGED;1;2017-04-30 7:25:00;19.6;0;0;FOG
SZEGED;2;2017-04-30 7:27:00;20.3;1.84;0.4;HEAVY_CLOUDS
SOPRON;1;2017-04-30 7:29:00;19.5;0;0;CLEAR
SOPRON;2;2017-04-30 7:31:00;20.6;0;0;CLEAR
DEBRECEN;1;2017-04-30 7:33:00;20.1;0;0;CLOUDY
DEBRECEN;2;2017-04-30 7:35:00;21.4;0;0;HEAVY_CLOUDS
DEBRECEN;3;2017-04-30 7:37:00;23.9;0;0;PARTLY_CLOUDY
BUDAPEST;1;2017-04-30 7:39:00;4.7;0;0;HEAVY_CLOUDS
BUDAPEST;2;2017-04-30 7:41:00;5.1;0.895;0.8;HEAVY_CLOUDS
BUDAPEST;3;2017-04-30 7:43:00;6.9;0;0;CLOUDY
SZEGED;1;2017-04-30 7:45:00;6.9;0.25;0.4;CLOUDY
SZEGED;2;2017-04-30 7:47:00;8.1;0;0;CLEAR
SOPRON;1;2017-04-30 7:49:00;8.8;0;0;PARTLY_CLOUDY
SOPRON;2;2017-04-30 7:51:00;6.4;0;0;FOG
DEBRECEN;1;2017-04-30 7:53:00;5.9;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-04-30 7:55:00;6.6;0;0;CLOUDY
DEBRECEN;3;2017-04-30 7:57:00;5.6;0;0;FOG
BUDAPEST;1;2017-04-30 7:59:00;4.8;0;0;CLOUDY
BUDAPEST;2;2017-04-30 8:01:00;5.1;0;0;CLOUDY
BUDAPEST;3;2017-04-30 8:03:00;5.3;0;0;HEAVY_CLOUDS
SZEGED;1;2017-04-30 8:05:00;5.4;0;0;CLEAR
SZEGED;2;2017-04-30 8:07:00;5.5;0;0;CLOUDY
SOPRON;1;2017-04-30 8:09:00;7.5;0;0;CLEAR
SOPRON;2;2017-04-30 8:11:00;6.7;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-04-30 8:13:00;4.5;1.105;0.3;FOG
DEBRECEN;2;2017-04-30 8:15:00;3.5;1.08;5.8;CLEAR
DEBRECEN;3;2017-04-30 8:17:00;3;0;0;FOG
BUDAPEST;1;2017-04-30 8:19:00;4.2;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-04-30 8:21:00;5;0;0;FOG
BUDAPEST;3;2017-04-30 8:23:00;8.3;0;0;PARTLY_CLOUDY
SZEGED;1;2017-04-30 8:25:00;5.3;0;0;FOG
SZEGED;2;2017-04-30 8:27:00;1.7;0;0;PARTLY_CLOUDY
SOPRON;1;2017-04-30 8:29:00;4;7.27;4.2;FOG
SOPRON;2;2017-04-30 8:31:00;7.5;0;0;CLEAR
DEBRECEN;1;2017-04-30 8:33:00;12.4;0;0;CLOUDY
DEBRECEN;2;2017-04-30 8:35:00;11.1;0;0;CLOUDY
DEBRECEN;3;2017-04-30 8:37:00;10.1;0.29;2.2;PARTLY_CLOUDY
BUDAPEST;1;2017-04-30 8:39:00;11.9;1;0.4;CLOUDY
BUDAPEST;2;2017-04-30 8:41:00;13.5;0;0;CLOUDY
BUDAPEST;3;2017-04-30 8:43:00;14.4;14.685;4.9;FOG
SZEGED;1;2017-04-30 8:45:00;14.9;0;0;PARTLY_CLOUDY
SZEGED;2;2017-04-30 8:47:00;16.5;0;0;FOG
SOPRON;1;2017-04-30 8:49:00;18.2;0;0;HEAVY_CLOUDS
SOPRON;2;2017-04-30 8:51:00;18;0;0;CLOUDY
DEBRECEN;1;2017-04-30 8:53:00;17.7;0;0;FOG
DEBRECEN;2;2017-04-30 8:55:00;17.8;0;0;CLEAR
DEBRECEN;3;2017-04-30 8:57:00;17.8;0.915;0.4;FOG
BUDAPEST;1;2017-04-30 8:59:00;18.4;18.945;4.7;HEAVY_CLOUDS
BUDAPEST;2;2017-04-30 9:01:00;18.6;59.285;14.3;CLEAR
BUDAPEST;3;2017-04-30 9:03:00;17.6;0;0;HEAVY_CLOUDS
SZEGED;1;2017-04-30 9:05:00;16.4;0;0;FOG
SZEGED;2;2017-04-30 9:07:00;14.7;0;0;CLEAR
SOPRON;1;2017-04-30 9:09:00;16.7;0;0;PARTLY_CLOUDY
SOPRON;2;2017-04-30 9:11:00;17.1;0;0;CLEAR
DEBRECEN;1;2017-04-30 9:13:00;14.9;0;0;FOG
DEBRECEN;2;2017-04-30 9:15:00;14.4;0;0;HEAVY_CLOUDS
DEBRECEN;3;2017-04-30 9:17:00;16.7;2.445;0.6;CLOUDY
BUDAPEST;1;2017-04-30 9:19:00;18.3;0;0;CLOUDY
BUDAPEST;2;2017-04-30 9:21:00;17.5;0;0;CLEAR
BUDAPEST;3;2017-04-30 9:23:00;16.5;0.14;0.1;PARTLY_CLOUDY
SZEGED;1;2017-04-30 9:25:00;13.1;24.155;11;CLEAR
SZEGED;2;2017-04-30 9:27:00;15.7;26.195;7.6;HEAVY_CLOUDS
SOPRON;1;2017-04-30 9:29:00;15.3;7.945;2.5;HEAVY_CLOUDS
SOPRON;2;2017-04-30 9:31:00;14;0.16;0.1;CLOUDY
DEBRECEN;1;2017-04-30 9:33:00;15.4;0;0;CLEAR
DEBRECEN;2;2017-04-30 9:35:00;16.7;0;0;HEAVY_CLOUDS
DEBRECEN;3;2017-04-30 9:37:00;17.3;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 9:39:00;18.3;2.015;2.3;PARTLY_CLOUDY
BUDAPEST;2;2017-04-30 9:41:00;19.4;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-04-30 9:43:00;13.5;0;0;CLOUDY
SZEGED;1;2017-04-30 9:45:00;17.3;0;0;FOG
SZEGED;2;2017-04-30 9:47:00;16.1;0;0;PARTLY_CLOUDY
SOPRON;1;2017-04-30 9:49:00;13.4;0.08;0.3;CLEAR
SOPRON;2;2017-04-30 9:51:00;13.2;1.625;1.1;CLEAR
DEBRECEN;1;2017-04-30 9:53:00;15.5;6.795;1.4;HEAVY_CLOUDS
DEBRECEN;2;2017-04-30 9:55:00;18.7;0;0;CLOUDY
DEBRECEN;3;2017-04-30 9:57:00;19.9;0;0;CLOUDY
BUDAPEST;1;2017-04-30 9:59:00;21.7;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-04-30 10:01:00;22.5;0;0;PARTLY_CLOUDY
BUDAPEST;3;2017-04-30 10:03:00;18.7;1.12;2.1;HEAVY_CLOUDS
SZEGED;1;2017-04-30 10:05:00;13.5;0.66;0.9;FOG
SZEGED;2;2017-04-30 10:07:00;10.4;5.455;2.9;PARTLY_CLOUDY
SOPRON;1;2017-04-30 10:09:00;17;13.55;5;PARTLY_CLOUDY
SOPRON;2;2017-04-30 10:11:00;19;19.755;5.2;HEAVY_CLOUDS
DEBRECEN;1;2017-04-30 10:13:00;21.2;26.39;6.1;PARTLY_CLOUDY
DEBRECEN;2;2017-04-30 10:15:00;23.5;13.265;13.3;FOG
DEBRECEN;3;2017-04-30 10:17:00;22.4;7.49;22.3;PARTLY_CLOUDY
BUDAPEST;1;2017-04-30 10:19:00;21.5;0.865;0.5;FOG
BUDAPEST;2;2017-04-30 10:21:00;23.1;0;0;CLOUDY
BUDAPEST;3;2017-04-30 10:23:00;23.8;0;0;CLOUDY
SZEGED;1;2017-04-30 10:25:00;19.2;0.685;0.6;CLOUDY
SZEGED;2;2017-04-30 10:27:00;18.8;0;0;HEAVY_CLOUDS
SOPRON;1;2017-04-30 10:29:00;22.5;0;0;PARTLY_CLOUDY
SOPRON;2;2017-04-30 10:31:00;23.6;2.915;2.8;CLOUDY
DEBRECEN;1;2017-04-30 10:33:00;19.2;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-04-30 10:35:00;16.2;0;0;CLEAR
DEBRECEN;3;2017-04-30 10:37:00;11.8;0;0;PARTLY_CLOUDY
BUDAPEST;1;2017-04-30 10:39:00;11;0;0;FOG
BUDAPEST;2;2017-04-30 10:41:00;11.1;0;0;CLEAR
BUDAPEST;3;2017-04-30 10:43:00;14.9;0;0;CLEAR
SZEGED;1;2017-04-30 10:45:00;15.8;16.595;3.6;CLOUDY
SZEGED;2;2017-04-30 10:47:00;17.4;49.955;10.8;CLOUDY
SOPRON;1;2017-04-30 10:49:00;14.8;2.715;0.7;HEAVY_CLOUDS
SOPRON;2;2017-04-30 10:51:00;16;5.31;2.8;CLEAR
